mua_objectid,mua_aggname_short,mua_country_code,mua_country,mua_mean_lon,mua_mean_lat,mua_cell_count,mua_worldpop_thousands,mua_area_m2,region_1,economy,sub_regions
458,Huai'an,156,China,119.0826923,33.58076923,26,1218,375600000,China,other,China
459,Huaibei,156,China,116.7869048,33.93214286,21,891,253368192,China,other,China
460,Huaihua,156,China,109.975,27.525,9,480,101436336,China,other,China
461,Huainan,156,China,116.9342593,32.61388889,27,983,357787744,China,other,China
464,Huangshan,156,China,118.2716667,29.74833333,15,274,160697376,China,other,China
298,Huangshi+,156,China,115.0008621,30.17844828,29,891,339634240,China,other,China
467,Huizhou,156,China,114.4308824,23.11029412,17,1075,213189280,China,other,China
1348,Huludao,156,China,120.8805556,40.73611111,18,376,175478016,China,other,China
469,Huzhou,156,China,120.15,30.875,18,609,254078832,China,other,China
501,Ji'an,156,China,114.9916667,27.11944444,9,258,100508488,China,other,China
506,Ji'nan+,156,China,117.2300725,36.70615942,69,3897,1077353472,China,other,China
500,Jiamusi,156,China,130.3557692,46.80576923,13,606,131214960,China,other,China
502,Jianyang,156,China,104.545,30.385,5,194,54002552,China,other,China
1405,Jiaozuo,156,China,113.2539474,35.225,19,782,230650064,China,other,China
503,Jiaxing,156,China,120.7392857,30.76785714,14,637,199146240,China,other,China
505,Jilin,156,China,126.5559524,43.86547619,21,1525,229504704,China,other,China
507,Jincheng,156,China,112.8519231,35.49423077,13,521,135905952,China,other,China
508,Jingdezhen,156,China,117.1892857,29.3,14,382,167113584,China,other,China
509,Jingmen,156,China,112.2173077,30.99423077,13,333,166153392,China,other,China
1336,Jingzhou,156,China,112.2321429,30.32738095,21,769,222034560,China,other,China
1485,Jinhua,156,China,119.6361111,29.09722222,18,689,244362224,China,other,China
1237,Jining,156,China,116.621875,35.41875,16,801,166963824,China,other,China
1347,Jinzhou,156,China,121.1142857,41.10714286,14,726,158570928,China,other,China
512,Jiujiang,156,China,116.0111111,29.7,18,677,222644880,China,other,China
513,Jixi,156,China,130.9791667,45.31666667,12,415,114266448,China,other,China
1481,Jiyuan,156,China,112.575,35.11071429,14,339,160103456,China,other,China
523,Jurong,156,China,119.15,31.95,8,217,77066736,China,other,China
528,Kaifeng,156,China,114.3338235,34.79264706,17,740,193693728,China,other,China
529,Kaili,156,China,107.975,26.575,9,247,82058192,China,other,China
553,Keelung,156,China,121.73125,25.13125,8,567,92750712,China,other,China
554,Kelamayi,156,China,84.875,45.58928571,7,219,73170296,China,other,China
587,Kuerle,156,China,86.16547619,41.77261905,21,447,241339088,China,other,China
590,Kunming,156,China,102.7486111,25.01527778,36,3274,564793728,China,other,China
598,Laibin,156,China,109.21875,23.73125,8,172,91567440,China,other,China
1487,Laiwu,156,China,117.7282258,36.16209677,31,730,429401536,China,other,China
599,Laixi,156,China,120.525,36.85,12,245,131504760,China,other,China
600,Laiyang,156,China,120.7083333,36.96166667,15,296,157754224,China,other,China
1372,Laizhou,156,China,119.9141304,37.15108696,23,306,210060432,China,other,China
1368,Langfang,156,China,116.7194444,39.53333333,18,480,148576912,China,other,China
604,Lanzhou,156,China,103.7428571,36.08392857,28,2313,387639232,China,other,China
616,Leiyang,156,China,112.85,26.425,10,329,82253240,China,other,China
617,Leping,156,China,117.1295455,28.94318182,11,287,99862624,China,other,China
1365,Leshan,156,China,103.7125,29.59375,16,442,175860144,China,other,China
1363,Lianyungang,156,China,119.1808824,34.61323529,17,568,193084768,China,other,China
619,Liaocheng,156,China,115.9942308,36.44423077,13,506,166299760,China,other,China
620,Liaoyuan,156,China,125.125,42.925,9,341,89724856,China,other,China
623,Liling,156,China,113.5,27.675,10,309,101108456,China,other,China
625,Lin'an,156,China,119.71875,30.23125,8,221,82844392,China,other,China
626,Linfen,156,China,111.5035714,36.08214286,14,554,129703480,China,other,China
627,Linhai,156,China,121.175,28.87205882,17,329,148867424,China,other,China
628,Linqing,156,China,115.7,36.835,10,266,79353640,China,other,China
629,Linyi,156,China,118.30125,35.07625,40,1383,608833472,China,other,China
630,Linzhou,156,China,113.8125,36.07916667,12,206,106718112,China,other,China
634,Lishui,156,China,119.91875,28.46875,8,264,75044656,China,other,China
636,Liuan,156,China,116.540625,31.771875,16,448,163430448,China,other,China
637,Liupanshui,156,China,104.86,26.585,10,348,98595680,China,other,China
1280,Liuyang,156,China,113.63125,28.16875,8,187,94477992,China,other,China
638,Liuzhou,156,China,109.3967391,24.31195652,23,1498,337499488,China,other,China
639,Liyang,156,China,119.47,31.415,10,303,111970536,China,other,China
1370,Longkou,156,China,120.4232143,37.64107143,28,480,336913312,China,other,China
644,Longyan,156,China,117.009375,25.084375,16,436,172865008,China,other,China
646,Loudi,156,China,112,27.735,10,413,121170056,China,other,China
656,Luoding,156,China,111.56875,22.76875,8,247,77047936,China,other,China
657,Luohe,156,China,114.0321429,33.57857143,14,615,147898128,China,other,China
658,Luoyang+,156,China,112.527381,34.69801587,63,2422,931395200,China,other,China
660,Luzhou,156,China,105.4442308,28.89423077,13,404,159899440,China,other,China
661,Lvliang,156,China,111.1083333,37.51388889,9,252,73564912,China,other,China
1477,Ma'anshan,156,China,118.5096154,31.65,26,835,356811968,China,other,China
666,Macheng,156,China,115.03125,31.18125,8,156,63063692,China,other,China
1528,Maoming,156,China,110.9057692,21.66346154,13,565,139703408,China,other,China
705,Meishan,156,China,103.825,30.075,9,320,118360824,China,other,China
706,Meizhou,156,China,116.1057692,24.29423077,13,374,143944688,China,other,China
716,Mianyang,156,China,104.6727273,31.47727273,22,835,283481088,China,other,China
717,Miluo,156,China,113.075,28.8,6,93,57761652,China,other,China
738,Mudanjiang,156,China,129.6178571,44.57857143,14,688,135168208,China,other,China
1469,Nanchang,156,China,115.8875,28.65125,40,3166,651687680,China,other,China
755,Nanchong,156,China,106.115625,30.80625,16,718,167437184,China,other,China
757,Nanjing,156,China,118.7943548,32.08145161,62,5742,1020574336,China,other,China
758,Nanning,156,China,108.3431818,22.80833333,33,2625,485594816,China,other,China
416,Nantong+,156,China,120.7771505,32.06478495,93,2236,1477532416,China,other,China
760,Nanyang,156,China,112.5392857,33,14,748,190914960,China,other,China
770,Neijiang,156,China,105.05,29.585,10,385,84715760,China,other,China
782,Ningbo,156,China,121.6157692,29.91346154,65,3449,1123224576,China,other,China
338,Ordos,156,China,109.765,39.575,10,124,101067176,China,other,China
821,Panjin,156,China,122.0583333,41.14166667,24,810,283995552,China,other,China
822,Panzhihua,156,China,101.7083333,26.58055556,9,295,108805848,China,other,China
1274,Pingdingshan,156,China,113.3,33.73125,16,846,176915200,China,other,China
839,Pingdu,156,China,119.9568182,36.77045455,11,257,153906480,China,other,China
840,Pinghu,156,China,121.0083333,30.71944444,9,253,99346080,China,other,China
841,Pingxiang,156,China,113.865,27.63,10,512,125747704,China,other,China
1480,Pizhou,156,China,117.975,34.32954545,11,281,109274768,China,other,China
869,Pulandian,156,China,121.975,39.4,6,142,70247352,China,other,China
1260,Puning,156,China,116.3098485,23.28257576,33,2652,591318592,China,other,China
873,Putian,156,China,119.165625,25.32708333,48,1311,675109824,China,other,China
874,Puyang,156,China,115.028125,35.759375,16,516,158617552,China,other,China
1484,Qianjiang,156,China,112.88125,30.41875,8,161,65933696,China,other,China
1462,Qingdao+,156,China,120.2558,36.2286,125,5256,1966190848,China,other,China
1240,Qingyuan,156,China,113.0288462,23.70576923,13,469,136556992,China,other,China
1326,Qingzhou,156,China,118.4875,36.703125,16,407,176091952,China,other,China
878,Qinhuangdao,156,China,119.5881579,39.95394737,19,822,207826608,China,other,China
1495,Qinzhou,156,China,108.625,21.975,9,230,104818608,China,other,China
880,Qiqihaer,156,China,123.9691176,47.34558824,17,914,175884160,China,other,China
1277,Qitaihe,156,China,130.9416667,45.78888889,18,475,175588640,China,other,China
510,Quanzhou+,156,China,118.5496914,24.77191358,81,4362,1447499136,China,other,China
1334,Qufu,156,China,116.9892857,35.59642857,7,207,80081248,China,other,China
885,Qujing,156,China,103.8044118,25.53088235,17,436,174379184,China,other,China
886,Quzhou,156,China,118.925,28.94558824,17,333,198476000,China,other,China
901,Renqiu,156,China,116.09375,38.684375,16,230,137844144,China,other,China
906,Rizhao,156,China,119.400641,35.29294872,39,800,498016064,China,other,China
911,Rongcheng,156,China,122.5,37.184375,16,217,153082864,China,other,China
7,Sanmenxia,156,China,111.2,34.79166667,12,359,106067448,China,other,China
943,Sanming,156,China,117.625,26.25833333,9,253,81936432,China,other,China
957,Sanya,156,China,109.5,18.26428571,14,420,146714928,China,other,China
591,Shanghai+,156,China,121.3782738,31.24642857,168,24110,3167452160,China,other,China
978,Shangqiu,156,China,115.7293478,34.40326087,23,639,287056064,China,other,China
979,Shangrao,156,China,117.9285714,28.43928571,14,424,152364016,China,other,China
1263,Shantou+,156,China,116.5581395,23.52732558,86,5656,1646474752,China,other,China
1408,Shanwei,156,China,115.36875,22.78125,8,354,52923800,China,other,China
980,Shaoguan,156,China,113.56875,24.775,16,585,224629104,China,other,China
981,Shaoyang,156,China,111.465,27.265,15,599,144781904,China,other,China
983,Shengzhou,156,China,120.8392857,29.6,14,297,125622352,China,other,China
984,Shenyang,156,China,123.3674528,41.78349057,53,5645,815812544,China,other,China
985,Shihezi,156,China,86.05576923,44.31730769,13,409,161204768,China,other,China
986,Shijiazhuang,156,China,114.5334906,38.03537736,53,3464,752858176,China,other,China
991,Shiyan,156,China,110.8220588,32.61911765,17,527,159655008,China,other,China
992,Shizuishan,156,China,106.7557692,39.26346154,13,139,139437872,China,other,China
1327,Shouguang,156,China,118.9628571,36.76214286,70,1948,978876032,China,other,China
995,Shuangyashan,156,China,131.145,46.695,15,211,129601624,China,other,China
996,Shuozhou,156,China,112.425,39.325,9,328,112166680,China,other,China
998,Sihui,156,China,112.69375,23.3375,8,188,81228000,China,other,China
1409,Siping,156,China,124.385,43.17,10,515,120857168,China,other,China
1008,Songyuan,156,China,119.0607143,27.625,7,61,43829392,China,other,China
1022,Suihua,156,China,126.96875,46.63125,8,234,61400460,China,other,China
1023,Suining,156,China,105.575,30.515,10,433,107826528,China,other,China
1024,Suizhou,156,China,113.375,31.725,9,245,89544736,China,other,China
1029,Suqian,156,China,118.2555556,33.88888889,36,662,501266080,China,other,China
1033,Suzhou,156,China,116.975,33.625,9,482,116155072,China,other,China
1265,Suzhou+,156,China,120.3138502,31.64398955,287,14515,5412398592,China,other,China
1333,Taian,156,China,117.107,36.151,25,790,295606688,China,other,China
530,Taishan+,156,China,112.725,22.375,24,730,333906528,China,other,China
1278,Taixing,156,China,119.9821429,32.16071429,14,347,149727536,China,other,China
511,Taiyuan+,156,China,112.5780612,37.80969388,49,4173,770195200,China,other,China
1043,Taizhou_*Jiangsu*,156,China,119.8459677,32.39435484,31,663,405694048,China,other,China
1044,Taizhou_*Zhejiang*+,156,China,121.4048507,28.53320896,67,2661,1149259008,China,other,China
1051,Tangshan,156,China,118.2257576,39.66439394,66,1917,839772544,China,other,China
1064,Tengzhou,156,China,117.1783333,35.06833333,15,524,154459808,China,other,China
1070,Tianjin,156,China,117.239,39.11433333,75,7215,1186392960,China,other,China
1071,Tianmen,156,China,113.175,30.65,6,208,77591792,China,other,China
1072,Tianshui,156,China,105.7661765,34.56323529,17,500,158144944,China,other,China
1073,Tieling,156,China,123.8113636,42.26136364,11,209,99179744,China,other,China
1329,Tongcheng,156,China,116.9805556,31.04166667,9,83,91726848,China,other,China
1081,Tongchuan,156,China,108.9666667,34.9,12,186,126950936,China,other,China
1082,Tonghua,156,China,125.975,41.75,14,420,124096648,China,other,China
1083,Tongliao,156,China,122.2375,43.646875,16,540,168593808,China,other,China
1084,Tongling,156,China,117.803125,30.953125,16,431,184948720,China,other,China
1085,Tongxiang,156,China,120.5673077,30.65192308,13,443,142603904,China,other,China
1109,Urumqi,156,China,87.5675,43.86875,40,3160,533506016,China,other,China
1140,Wafangdian,156,China,121.9788462,39.64038462,13,308,122165144,China,other,China
1145,Weihai,156,China,122.1409091,37.45681818,22,705,223156864,China,other,China
1146,Weinan,156,China,109.4613636,34.51136364,11,341,121560584,China,other,China
916,Wenzhou+,156,China,120.8363402,27.93685567,97,5368,1266707328,China,other,China
1527,Wuchuan,156,China,110.76875,21.43125,8,218,85455968,China,other,China
1155,Wuhai,156,China,106.9338235,39.52352941,34,302,411863392,China,other,China
1461,Wuhan,156,China,114.2342593,30.58796296,27,3878,348342656,China,other,China
1403,Wuhu,156,China,118.3855263,31.35394737,19,995,238210464,China,other,China
1156,Wuwei,156,China,102.625,37.925,9,146,80712496,China,other,China
1157,Wuzhou,156,China,111.2541667,23.45416667,12,408,99623400,China,other,China
1162,Xi'an+,156,China,108.9059859,34.29119718,71,6106,1265685504,China,other,China
643,Xiamen+,156,China,117.987069,24.54741379,87,5703,1341438080,China,other,China
1159,Xiangcheng,156,China,114.975,33.42857143,14,283,147581840,China,other,China
1281,Xiangtan,156,China,112.9225,27.865,20,995,339493984,China,other,China
1160,Xiangyang,156,China,112.1678571,32.08214286,21,962,275792064,China,other,China
1161,Xianning,156,China,114.3022727,29.86590909,11,281,137485568,China,other,China
1163,Xiantao,156,China,113.4431818,30.37045455,11,318,106740528,China,other,China
1233,Xiaogan,156,China,113.9107143,30.925,7,420,37022480,China,other,China
1164,Xinghua,156,China,119.835,32.925,10,266,111303160,China,other,China
1165,Xingning,156,China,115.71875,24.13125,8,308,82672632,China,other,China
1166,Xingtai,156,China,114.54375,37.00625,24,885,320891808,China,other,China
1168,Xingyi,156,China,104.9083333,25.1,12,228,91900928,China,other,China
1169,Xining,156,China,101.7520833,36.6125,24,1212,236143856,China,other,China
1170,Xinmi,156,China,113.375,34.525,9,291,85472448,China,other,China
1171,Xintai,156,China,117.7208333,35.87916667,12,302,134258816,China,other,China
1483,Xinxiang,156,China,113.8583333,35.34537037,27,1139,311741536,China,other,China
1172,Xinyang,156,China,114.1,32.125,12,389,136695712,China,other,China
1173,Xinyi_*Guangdong*,156,China,110.925,22.35,17,205,61419636,China,other,China
1275,Xinyi_*Jiangsu*,156,China,118.3431818,34.37045455,17,198,105392528,China,other,China
1174,Xinyu,156,China,114.9416667,27.82083333,12,497,178049440,China,other,China
1175,Xinzheng,156,China,113.74,34.415,10,303,112789848,China,other,China
1176,Xinzhou,156,China,112.725,38.425,9,273,82434512,China,other,China
1177,Xuancheng,156,China,118.73125,30.9375,8,218,86676424,China,other,China
1282,Xuchang,156,China,113.825,34.01730769,13,645,150169328,China,other,China
1178,Xuzhou,156,China,117.1923077,34.25961538,26,1480,311541408,China,other,China
1180,Yanan,156,China,109.4958333,36.5875,12,191,97668376,China,other,China
1181,Yancheng,156,China,120.1545455,33.36590909,22,769,295967168,China,other,China
1537,Yangjiang,156,China,111.975,21.88269231,13,444,157239904,China,other,China
1183,Yangquan,156,China,113.5926471,37.83676471,17,448,160026864,China,other,China
1184,Yangzhou,156,China,119.4767241,32.41465517,29,1205,375493760,China,other,China
1185,Yanji,156,China,129.5208333,42.9125,12,476,106651936,China,other,China
1186,Yantai,156,China,121.4479167,37.4625,48,1306,531045120,China,other,China
1192,Yibin,156,China,104.6113636,28.75681818,11,514,119794416,China,other,China
1193,Yichang,156,China,111.3111111,30.72222222,18,762,179327056,China,other,China
1194,Yichun_*Heilongjiang*,156,China,128.8027778,47.73055556,18,123,119713128,China,other,China
1195,Yichun_*Jiangxi*,156,China,114.3942308,27.81730769,13,405,130866192,China,other,China
1196,Yinchuan,156,China,106.2353448,38.4887931,29,1506,355084992,China,other,China
1197,Yingde,156,China,113.4107143,24.175,7,152,72516304,China,other,China
1271,Yingkou,156,China,122.2375,40.653125,16,531,198346688,China,other,China
1198,Yining,156,China,81.29807692,43.91730769,13,431,155320832,China,other,China
320,Yiwu+,156,China,120.125,29.32333333,30,1241,449826112,China,other,China
1266,Yixing,156,China,119.8191176,31.39558824,17,458,214877968,China,other,China
1482,Yiyang,156,China,112.35,28.575,12,495,143968496,China,other,China
1200,Yongcheng,156,China,116.4068182,33.92954545,11,217,106780912,China,other,China
1335,Yongkang,156,China,119.9730769,28.91153846,26,540,295855200,China,other,China
1202,Yongzhou,156,China,111.6068182,26.45227273,11,246,116360536,China,other,China
1536,Yuanjiang,156,China,112.375,28.825,9,161,60586944,China,other,China
1535,Yueyang,156,China,113.1571429,29.36428571,14,759,151162448,China,other,China
1204,Yulin_*Guangxi*,156,China,110.15,22.625,12,565,177390816,China,other,China
1205,Yulin_*Shaanxi*,156,China,109.7431818,38.27045455,11,200,137122576,China,other,China
1494,Yuncheng,156,China,111.0019231,35.04423077,13,382,129742960,China,other,China
1206,Yushu,156,China,126.525,44.825,9,202,53493868,China,other,China
1207,Yuxi,156,China,102.5392857,24.375,14,376,144228064,China,other,China
1212,Zaoyang,156,China,112.7583333,32.13055556,9,192,89014808,China,other,China
1213,Zaozhuang,156,China,117.5602941,34.83970588,17,497,171469392,China,other,China
1217,Zengcheng,156,China,113.83125,23.28125,8,213,93355816,China,other,China
1218,Zhangjiakou,156,China,114.9653226,40.69919355,31,1006,331779232,China,other,China
1219,Zhangye,156,China,100.46875,38.93125,8,206,67362528,China,other,China
1475,Zhanjiang,156,China,110.385,21.245,20,1015,237892016,China,other,China
1220,Zhaodong,156,China,125.98125,46.06875,8,275,62412652,China,other,China
1239,Zhaoqing,156,China,112.4678571,23.07857143,14,611,163434400,China,other,China
1371,Zhaoyuan,156,China,120.425,37.375,9,174,99541192,China,other,China
1167,Zhengzhou+,156,China,113.5715517,34.77068966,58,4776,801418240,China,other,China
1221,Zhenjiang,156,China,119.4367647,32.17205882,17,835,207102336,China,other,China
1222,Zhongxiang,156,China,112.575,31.175,9,200,83946416,China,other,China
1223,Zhoukou,156,China,114.6428571,33.61071429,14,480,148259264,China,other,China
1224,Zhoushan,156,China,122.1675,29.9725,20,410,148699728,China,other,China
1510,Zhuanghe,156,China,122.9659091,39.66590909,11,121,87831432,China,other,China
1353,Zhucheng,156,China,119.4073529,36.01617647,17,402,201172320,China,other,China
664,Zhuhai+,156,China,113.515,22.231,25,1684,319805728,China,other,China
1225,Zhuji,156,China,120.2055556,29.72777778,18,508,237649456,China,other,China
1226,Zhumadian,156,China,114.0065789,33.04078947,19,566,218200576,China,other,China
1447,Zhuzhou,156,China,113.125,27.84166667,18,907,223293968,China,other,China
1227,Zibo,156,China,118.1026596,36.81117021,47,1433,638825856,China,other,China
1228,Zigong,156,China,104.7607143,29.35,14,537,167197264,China,other,China
1230,Ziyang,156,China,104.625,30.125,9,275,84855688,China,other,China
1231,Zunyi,156,China,106.9159091,27.69772727,11,685,140543760,China,other,China
453,Hong_Kong,344,China_Hong_Kong,114.1858696,22.31847826,23,4524,226777360,EastAsia,other,EastAsia
81,Asahikawa,392,Japan,142.385,43.77833333,15,323,184530848,EastAsia,advanced,EastAsia
250,Chukyo+,392,Japan,136.9005172,35.16431034,145,7116,2612050432,EastAsia,advanced,EastAsia
449,Hiroshima,392,Japan,132.4490741,34.40462963,27,982,316944256,EastAsia,advanced,EastAsia
527,Kagoshima,392,Japan,130.5397059,31.58970588,17,482,198411088,EastAsia,advanced,EastAsia
536,Kanazawa,392,Japan,136.5803571,36.52678571,28,607,290246336,EastAsia,advanced,EastAsia
566,Kinki+,392,Japan,135.5282609,34.6673913,138,12601,2365737984,EastAsia,advanced,EastAsia
1378,Kitakyushu+,392,Japan,130.465625,33.65520833,48,2090,624600512,EastAsia,advanced,EastAsia
588,Kumamoto,392,Japan,130.7057692,32.79038462,26,761,365678656,EastAsia,advanced,EastAsia
1524,Matsuyama,392,Japan,132.7636364,33.81363636,22,501,208825504,EastAsia,advanced,EastAsia
746,Nagasaki,392,Japan,129.8486842,32.73026316,19,305,161959040,EastAsia,advanced,EastAsia
748,Naha,392,Japan,127.755303,26.27651515,33,1054,365865600,EastAsia,advanced,EastAsia
780,Niigata,392,Japan,139.0666667,37.87291667,24,548,263740032,EastAsia,advanced,EastAsia
1396,Oita,392,Japan,131.6464286,33.21071429,21,400,240131760,EastAsia,advanced,EastAsia
799,Okayama,392,Japan,133.6545455,34.54715909,88,1574,1339920640,EastAsia,advanced,EastAsia
961,Sapporo,392,Japan,141.35625,43.071875,32,1773,438434912,EastAsia,advanced,EastAsia
973,Sendai,392,Japan,140.9041667,38.27083333,36,1215,508727520,EastAsia,advanced,EastAsia
993,Shizuoka+,392,Japan,138.4986111,35.03611111,36,873,374080544,EastAsia,advanced,EastAsia
1078,Tokyo,392,Japan,139.6727273,35.68326446,242,31917,4625732096,EastAsia,advanced,EastAsia
1111,Utsunomiya,392,Japan,139.87125,36.44,40,675,543398272,EastAsia,advanced,EastAsia
1253,Chongjin,408,Korea_North,129.75,41.775,10,238,80323616,EastAsia,other,EastAsia
423,Hamhung,408,Korea_North,127.5625,39.89166667,12,325,91864640,EastAsia,other,EastAsia
875,Pyongyang,408,Korea_North,125.743,39.033,25,1212,311308960,EastAsia,other,EastAsia
1538,Wonsan,408,Korea_North,127.425,39.15,6,137,49918844,EastAsia,other,EastAsia
1279,Changwon,410,Korea_South,128.6125,35.225,16,630,197734928,EastAsia,advanced,EastAsia
238,Cheonan,410,Korea_South,127.125,36.825,9,426,102734128,EastAsia,advanced,EastAsia
1258,Cheongju,410,Korea_South,127.4583333,36.64833333,15,714,158181360,EastAsia,advanced,EastAsia
1452,Daegu,410,Korea_South,128.5565789,35.85394737,19,1826,239335376,EastAsia,advanced,EastAsia
1261,Daejon,410,Korea_South,127.375,36.36785714,21,1364,259027968,EastAsia,advanced,EastAsia
1291,Gimhae,410,Korea_South,128.99,35.16875,40,3176,475298976,EastAsia,advanced,EastAsia
1292,Gumi,410,Korea_South,128.3783333,36.11166667,15,327,141372480,EastAsia,advanced,EastAsia
410,Gwangju,410,Korea_South,126.85,35.16041667,24,1460,292963104,EastAsia,advanced,EastAsia
1340,Jeju,410,Korea_South,126.5194444,33.49166667,9,162,97259864,EastAsia,advanced,EastAsia
1339,Jeonju,410,Korea_South,127.125,35.82954545,11,621,142435408,EastAsia,advanced,EastAsia
846,Pohang,410,Korea_South,129.3942308,36.00576923,13,335,142491904,EastAsia,advanced,EastAsia
67,Seoul+,410,Korea_South,126.8922956,37.50927673,159,20703,2759070464,EastAsia,advanced,EastAsia
1107,Ulsan,410,Korea_South,129.3440476,35.51309524,21,846,227903328,EastAsia,advanced,EastAsia
1201,Yongin,410,Korea_South,127.225,37.2625,8,91,56545932,EastAsia,advanced,EastAsia
1427,Singapore_Johor_Bahru+,702,Singapore,103.775,1.425,76,5783,1459382144,EastAsia,other,EastAsia
542,Kaohsiung+,956,Taiwan,120.3050885,22.90553097,113,4262,2068831232,EastAsia,other,EastAsia
1040,Taichung,956,Taiwan,120.5860294,24.17867647,68,3354,1171502720,EastAsia,other,EastAsia
1042,Taipei,956,Taiwan,121.4911765,25.04705882,34,5672,453011360,EastAsia,other,EastAsia
1075,Tirana,8,Albania,19.8,41.35,14,689,134235600,Europe,other,Europe
1191,Yerevan,51,Armenia,44.49456522,40.17717391,23,1063,277254176,Europe,other,Europe
1149,Vienna,40,Austria,16.375,48.19411765,34,1573,341370496,Europe,advanced,Europe
187,Brest,112,Belarus,23.72794118,52.11323529,17,332,143751136,Europe,other,Europe
385,Gomel,112,Belarus,30.98552632,52.425,19,469,146979856,Europe,other,Europe
395,Grodno,112,Belarus,23.83571429,53.66785714,14,333,116748184,Europe,other,Europe
721,Minsk,112,Belarus,27.55564516,53.90241935,31,1963,357944608,Europe,other,Europe
724,Mogilev,112,Belarus,30.33026316,53.90394737,19,347,159770704,Europe,other,Europe
1133,Vitebsk,112,Belarus,30.19264706,55.17794118,17,328,123918704,Europe,other,Europe
1436,Antwerpen,56,Belgium,4.367307692,51.24038462,26,538,213213424,Europe,advanced,Europe
1324,Brussels,56,Belgium,4.391666667,50.86071429,21,1292,212103376,Europe,advanced,Europe
230,Charleroi,56,Belgium,4.453571429,50.42142857,14,252,148904480,Europe,advanced,Europe
1323,Gent,56,Belgium,3.733823529,51.07205882,17,249,145917008,Europe,advanced,Europe
621,Liege,56,Belgium,5.560714286,50.64404762,21,380,196579312,Europe,advanced,Europe
962,Sarajevo,70,Bosnia_Herzegovina,18.36833333,43.845,15,304,142604656,Europe,other,Europe
845,Plovdiv,100,Bulgaria,24.75,42.135,10,320,105872256,Europe,advanced,Europe
1005,Sofia,100,Bulgaria,23.323,42.683,25,697,285578400,Europe,advanced,Europe
1120,Varna,100,Bulgaria,27.91346154,43.23269231,13,213,90924824,Europe,advanced,Europe
1209,Zagreb,191,Croatia,15.99078947,45.80131579,19,436,193108832,Europe,advanced,Europe
191,Brno,203,Czech_Republic,16.625,49.18125,16,315,155397664,Europe,advanced,Europe
862,Prague,203,Czech_Republic,14.45978261,50.06847826,23,813,235788992,Europe,advanced,Europe
1565,Copenhagen,208,Denmark,12.48055556,55.67222222,36,1147,335938848,Europe,advanced,Europe
1046,Tallinn,233,Estonia,24.73888889,59.41944444,18,320,110956888,Europe,advanced,Europe
440,Helsinki,246,Finland,24.9652439,60.22012195,41,623,261976672,Europe,advanced,Europe
1049,Tampere,246,Finland,23.81875,61.471875,16,137,88371056,Europe,advanced,Europe
1435,Avignon,250,France,4.859375,43.96875,16,166,148050512,Europe,advanced,Europe
1303,Bethune,250,France,2.63125,50.53125,8,50,50125104,Europe,advanced,Europe
176,Bordeaux,250,France,-0.597,44.835,25,669,301248192,Europe,advanced,Europe
1238,Douai-Lens,250,France,3.075,50.36730769,13,100,82844104,Europe,advanced,Europe
394,Grenoble,250,France,5.725,45.175,9,331,106631312,Europe,advanced,Europe
1459,Lille,250,France,3.1203125,50.6734375,32,964,334804224,Europe,advanced,Europe
663,Lyon,250,France,4.886363636,45.73636364,22,1023,250733152,Europe,advanced,Europe
1320,Marseille-metro,250,France,5.441666667,43.53055556,9,95,56057720,Europe,advanced,Europe
732,Montpellier,250,France,3.909,43.613,25,404,229996064,Europe,advanced,Europe
759,Nantes,250,France,-1.545,47.225,30,543,320857056,Europe,advanced,Europe
779,Nice+,250,France,7.113461538,43.64679487,39,792,391383552,Europe,advanced,Europe
824,Paris,250,France,2.387162162,48.86959459,74,8103,1052661824,Europe,advanced,Europe
899,Rennes,250,France,-1.675,48.11730769,13,237,94212752,Europe,advanced,Europe
915,Rouen,250,France,1.082142857,49.42857143,14,329,153313216,Europe,advanced,Europe
923,Saint-Etienne,250,France,4.375,45.45,18,239,143674528,Europe,advanced,Europe
1019,Strasbourg,250,France,7.738157895,48.58289474,19,450,197146432,Europe,advanced,Europe
1087,Toulon,250,France,5.934090909,43.12045455,22,360,176242432,Europe,advanced,Europe
1088,Toulouse,250,France,1.377,43.605,25,688,307147552,Europe,advanced,Europe
1089,Tours,250,France,0.7,47.38928571,14,230,123140336,Europe,advanced,Europe
1114,Valenciennes,250,France,3.517857143,50.37857143,14,150,119826856,Europe,advanced,Europe
150,Berlin,276,Germany,13.44230769,52.49038462,52,2604,620088384,Europe,advanced,Europe
157,Bielefeld,276,Germany,8.556818182,52.02954545,11,169,84080360,Europe,advanced,Europe
175,Bonn,276,Germany,7.070833333,50.7375,12,199,82719720,Europe,advanced,Europe
185,Bremen,276,Germany,8.776724138,53.08362069,29,438,233609584,Europe,advanced,Europe
1569,Cologne,276,Germany,6.970833333,50.9375,12,389,103709744,Europe,advanced,Europe
321,Dortmund,276,Germany,7.429166667,51.52083333,12,214,78609080,Europe,advanced,Europe
323,Dresden,276,Germany,13.74342105,51.04868421,19,409,180156064,Europe,advanced,Europe
1507,Duesseldorf,276,Germany,6.83125,51.19375,24,627,217500912,Europe,advanced,Europe
1516,Duisburg+,276,Germany,6.872435897,51.46346154,78,2234,969150208,Europe,advanced,Europe
357,Frankfurt,276,Germany,8.696794872,50.12628205,39,927,377683168,Europe,advanced,Europe
