mua_objectid,mua_aggname,mua_cellcount,mua_country_code,mua_country,mua_cell_count_orig,mua_worldpop_thousands,mua_area_m2,mua_pop_per_km2,region_1,economy,sub_regions,lowBA_lowPR_93_99,highBA_lowPR_93_99,lowBA_highPR_93_99,highBA_highPR_93_99,lowBA_lowPR_99_09,highBA_lowPR_99_09,lowBA_highPR_99_09,highBA_highPR_99_09,lowBA_lowPR_10_20,highBA_lowPR_10_20,lowBA_highPR_10_20,highBA_highPR_10_20,GDP_1990_Bdol_US2011,GDP_1991_Bdol_US2011,GDP_1992_Bdol_US2011,GDP_1993_Bdol_US2011,GDP_1994_Bdol_US2011,GDP_1995_Bdol_US2011,GDP_1996_Bdol_US2011,GDP_1997_Bdol_US2011,GDP_1998_Bdol_US2011,GDP_1999_Bdol_US2011,GDP_2000_Bdol_US2011,GDP_2001_Bdol_US2011,GDP_2002_Bdol_US2011,GDP_2003_Bdol_US2011,GDP_2004_Bdol_US2011,GDP_2005_Bdol_US2011,GDP_2006_Bdol_US2011,GDP_2007_Bdol_US2011,GDP_2008_Bdol_US2011,GDP_2009_Bdol_US2011,GDP_2010_Bdol_US2011,GDP_2011_Bdol_US2011,GDP_2012_Bdol_US2011,GDP_2013_Bdol_US2011,GDP_2014_Bdol_US2011,GDP_2015_Bdol_US2011
2,Calabar,11,566,Nigeria,11,288,141186192,204,Africa,other,WestAfrica,10,1,0,0,9,2,0,0,9,2,0,0,0.943896478,0.937638118,0.94093388,0.935471252,0.920396256,0.895533986,0.918458596,0.92299257,0.927348462,0.911873868,0.940296406,0.974853892,1.004568952,1.100574034,1.460910566,1.499587982,1.609787518,1.705604912,1.797290888,1.925466398,2.07898664,2.188070752,2.28810312,2.417152402,2.55985079,2.617238138
3,Anqiu,14,156,China,14,330,142614880,231,China,other,China,12,2,0,0,9,5,0,0,2,10,0,2,0.54157256,0.614687382,0.695192106,0.758358696,0.896764042,1.009805532,1.118768712,1.205307044,1.292229086,1.391881006,1.507909832,1.63469627,1.795257574,2.012057,2.289738388,2.62284415,3.06395085,3.4527792,3.73926798,4.09204518,4.40348643,4.81197344,5.17458781,5.54557864,5.9351976,6.33020311
4,Maracay,22,862,Venezuela,23,889,337575104,263,LatAmerCarib,other,LatAmerCarib,22,0,0,0,22,0,0,0,22,0,0,0,11.79029975,12.98211326,13.81617778,13.90137799,13.61995747,14.20384664,14.22034121,15.17304567,15.26343627,14.39363626,14.96546562,15.51049761,14.17034547,13.10221103,15.53518904,17.18006908,18.92356149,20.63315519,21.78010209,21.14122965,20.88698026,21.75896046,22.98772805,23.30378587,22.36698398,21.06759985
6,Tel-Aviv-Yafo,43,376,Israel,50,2627,783070336,335,MiddleEast,advanced,MiddleEast,34,9,0,0,39,4,0,0,35,8,0,0,35.65614921,37.04360977,38.7034943,40.71172964,43.38798502,46.03852097,48.65031536,50.44650831,52.48440432,54.17020613,58.62036828,58.74057895,58.85225258,59.79760632,63.11416022,66.13013235,70.18437383,74.68612204,77.1401908,77.7962592,82.16924903,87.12724601,90.41238674,94.16718024,97.23928588,100.181182
7,Sanmenxia,12,156,China,12,359,106067448,338,China,other,China,11,1,0,0,10,2,0,0,10,2,0,0,0.364823828,0.386142396,0.438830519,0.489784831,0.550774076,0.647439121,0.735210893,0.797937429,0.85437648,0.90485127,0.986575463,1.062986767,1.148161362,1.260889355,1.438454219,1.657334705,1.887921326,2.175438464,2.392744894,2.556853186,2.885592522,3.155332534,3.395324768,3.650978272,3.907487286,4.167542266
8,Abidjan,23,384,Ivory_Coast,27,4348,413978848,1050,Africa,other,WestAfrica,20,3,0,0,20,3,0,0,18,5,0,0,7.318694899,7.337589577,7.328329125,7.318602632,7.381416256,7.912788277,8.531404695,8.859747217,9.31263065,9.492052959,9.339006603,9.368738766,9.245691712,9.159898613,9.310249711,9.4983277,9.658273666,9.833859052,10.07754133,10.38731444,10.5680116,10.03545381,11.02414643,11.93596837,12.80022819,13.71380729
9,Cotonou+,22,204,Benin,31,1637,459973088,356,Africa,other,WestAfrica,17,5,0,0,11,11,0,0,16,6,0,0,1.276849475,1.335689957,1.376177281,1.465363529,1.501747716,1.596577139,1.664854357,1.750985955,1.797637961,1.851425196,1.898018644,1.937962175,1.951771002,1.932710833,1.925678769,1.960620952,2.039791962,2.163335332,2.270404985,2.324123403,2.374294809,2.448347185,2.565795013,2.741731555,2.917129575,3.064615881
10,Abuja,31,566,Nigeria,31,1173,508471552,231,Africa,other,WestAfrica,17,14,0,0,12,19,0,0,7,1,8,15,0.737395126,0.735682075,0.741299987,0.751872132,0.753825432,0.746631705,0.778746127,0.795176057,0.811117054,0.809141308,0.845864878,0.883738325,0.917266257,1.011731146,1.351487737,1.395493953,1.506358637,1.604312083,1.698773922,1.815003403,1.954414605,2.051393303,2.139365388,2.253898458,2.386958857,2.440470406
11,Abu-Dhabi,41,784,United_Arab_Emirates,49,350,694484352,50,MiddleEast,other,MiddleEast,26,15,0,0,24,5,12,0,11,0,30,0,41.17514176,42.10120573,43.65563903,43.94038878,46.37240772,48.65639753,50.49864243,53.50414369,52.53493565,52.95625412,57.51538522,63.72331402,70.53421581,83.6870699,99.21950789,107.5814928,116.5803761,109.563622,111.2113757,99.70728981,100.2757241,106.6216393,117.5473896,206.0518355,224.2685101,239.7465839
12,Acapulco-de-Juarez,11,484,Mexico,15,663,182378496,364,LatAmerCarib,advanced,LatAmerCarib,10,1,0,0,10,1,0,0,11,0,0,0,3.314162156,3.493075414,3.649732202,3.815822538,3.999412316,3.852606776,3.953556436,4.053914806,4.234538786,4.352351434,4.455182496,4.892048978,4.91417913,4.981798388,5.174689704,5.2957546,5.412752102,5.347552304,5.071210812,5.0745064,5.355464456,5.58125698,5.817739844,5.909487268,6.0133778,6.138163968
13,Accra,36,288,Ghana,42,4013,767524864,523,Africa,other,WestAfrica,23,13,0,0,21,15,0,0,16,4,9,7,2.907003608,3.205346169,3.468833161,3.773445722,4.032224609,4.333321432,4.670966245,5.00681522,5.381741915,5.753216799,6.091426998,6.35709385,6.656808739,7.00907998,7.401730352,7.833840501,8.325865014,8.673594788,9.448107004,9.883400406,10.63825129,12.08456925,13.15536924,13.98781246,14.47518612,14.96702126
14,Adana,21,792,Turkey,22,676,257066976,263,OtherAsia,advanced,CentralAsia,18,3,0,0,20,1,0,0,20,1,0,0,9.892437026,9.714454312,10.29845328,10.92126972,11.03324156,12.12329728,12.66058495,14.39413332,14.24170079,13.86988676,14.2484994,13.52240321,14.46864581,15.34978928,16.92126795,18.49408868,19.94125977,21.0607605,21.38186663,20.4964441,22.49035967,24.41231044,24.84112235,25.68023315,26.28393459,27.21306749
15,Ad-Dammam,31,682,Saudi_Arabia,43,967,592380480,163,MiddleEast,other,MiddleEast,29,2,0,0,25,2,4,0,14,2,11,4,40.28707203,43.76676877,45.66324058,45.59380442,45.84246629,45.88891287,47.40324968,48.59304164,49.89697687,49.37995857,51.53620359,52.37786042,52.88016874,57.31004252,62.9946339,67.98431307,72.24744669,77.09583902,84.1532857,86.22492396,90.82748077,100.362571,106.2363555,107.9599216,112.1485083,116.4319791
16,Doha+,36,634,Qatar,45,2915,743669568,392,MiddleEast,other,MiddleEast,31,5,0,0,9,3,12,12,6,0,30,0,22.88287744,23.43339286,27.11020523,27.92879433,29.44042165,31.12103924,33.0894983,43.30449409,47.8701202,49.80538325,54.15034187,65.1712232,78.74716838,88.55403174,108.3357808,113.139011,132.9131446,143.4019199,155.1345238,163.2629365,188.5294572,208.3679666,216.8242199,227.7842336,239.8807513,251.8064012
17,Addis-Ababa,27,231,Ethiopia,27,3221,466785664,690,Africa,other,EastAfrica,23,4,0,0,18,9,0,0,13,4,8,2,1.121792023,1.053242709,0.970021389,1.104885747,1.146949346,1.22436919,1.384769484,1.43669624,1.394827764,1.473939213,1.569374921,1.714592747,1.754590757,1.729477689,1.978043909,2.226737186,2.483985811,2.785698422,3.10443949,3.396574977,3.842997899,4.311561068,4.725017804,5.26815453,5.807624536,6.361424261
18,Adelaide,44,36,Australia,50,1004,843068416,119,AustraliaNZ,advanced,AustraliaNZ,41,3,0,0,43,1,0,0,44,0,0,0,22.36810229,21.76222822,21.66263512,22.46973549,22.91710811,24.03209153,24.66369877,25.82092226,26.25256895,27.0797669,28.39411967,29.43834043,30.68239886,32.06561794,33.31672395,34.19679732,34.90847338,37.70161529,39.47271544,39.85698025,41.07268497,42.29463771,43.92617093,44.95974019,46.12474974,47.26580503
19,Ado-Ekiti,9,566,Nigeria,9,276,129105760,214,Africa,other,WestAfrica,8,1,0,0,5,4,0,0,4,5,0,0,0.68759423,0.687941315,0.6950429,0.745165406,0.784663225,0.811926651,0.880786332,0.931885507,0.981754186,1.008671553,1.083367081,1.158475256,1.228478974,1.382156404,1.880662024,1.975537338,2.166968554,2.342809808,2.515979366,2.688208956,2.89480483,3.03858557,3.16905972,3.33891682,3.536032444,3.615304094
20,Agadir,16,504,Morocco,18,863,191065952,452,Africa,other,NorthAfrica,16,0,0,0,16,0,0,0,16,0,0,0,0.953743145,1.051576099,1.060178931,1.085802247,1.241861386,1.217741846,1.421044566,1.453960461,1.620343843,1.699873304,1.793751038,1.981531734,2.02562089,2.0902712,2.159346974,2.245730614,2.430864372,2.48703029,2.229146036,1.950724851,2.05656467,2.152333106,2.203212122,2.284257642,2.319386397,2.401885646
21,Agartala,9,356,India,9,427,92956144,459,India,other,India,9,0,0,0,6,3,0,0,9,0,0,0,0.543677054,0.535782934,0.53281622,0.548559184,0.587988842,0.652065954,0.73659626,0.816382806,0.924642324,1.071039302,1.19311922,1.34445893,1.37318843,1.472146532,1.571716104,1.674950274,1.748567178,1.783509342,1.819360806,1.974616448,2.11795159,2.26668339,2.405662046,2.574033674,2.75825535,2.965235466
22,Aguadilla+,13,630,Puerto_Rico,19,107,166605264,64,LatAmerCarib,other,LatAmerCarib,13,0,0,0,13,0,0,0,13,0,0,0,3.006031604,3.032370783,3.157957793,3.275569859,3.398727686,3.529644734,3.616629715,3.722174551,3.978009975,4.067880523,4.146295421,4.53373915,4.596786007,4.637160004,4.706080137,4.727797024,4.693787723,4.552809888,4.485815669,4.392640581,4.288596334,4.230043848,4.1368484,5.766775831,5.816140657,5.87949444
23,Aguascalientes,15,484,Mexico,15,887,245835888,361,LatAmerCarib,advanced,LatAmerCarib,12,3,0,0,10,5,0,0,13,2,0,0,6.087093468,6.599730776,7.098091212,7.640845137,8.243821388,8.000166775,8.826789028,9.702528966,10.3677127,10.6725594,11.7662982,12.64788754,12.47548849,12.49228816,12.749783,12.93722491,14.01595843,12.11712957,11.76037223,11.83808636,12.43653724,12.89820147,13.37977059,13.52757852,13.76539981,14.0510497
24,Ahmadnagar,11,356,India,11,272,106617360,255,India,other,India,9,2,0,0,10,1,0,0,11,0,0,0,0.766300544,0.762268632,0.88006031,0.96022813,1.04399348,1.125136512,1.197253766,1.222108418,1.265341294,1.336153042,1.338528642,1.41120605,1.49664828,1.612988464,1.757029878,2.010864576,2.26140663,2.467427046,2.502500854,2.76398458,2.98384062,3.18696095,3.37212118,3.60167211,3.86444256,4.1590712
25,Ahvaz,23,364,Iran,23,572,362409440,158,MiddleEast,other,MiddleEast,22,1,0,0,19,4,0,0,23,0,0,0,15.69776404,18.30018237,19.59512403,20.01967121,20.35856854,21.47804602,23.42647294,24.26245089,25.24825084,26.23460265,28.29718546,26.85194825,33.04697451,33.21020024,37.72815769,43.46436908,45.586213,51.55308561,47.23622511,40.21020018,47.50707711,49.53776482,46.47361246,45.77487838,47.60662844,48.90378772
26,Aizawl,7,356,India,7,178,61590652,289,India,other,India,7,0,0,0,7,0,0,0,7,0,0,0,0.261551762,0.260995435,0.27343251,0.283957329,0.302422155,0.327317095,0.356365473,0.376974251,0.407964246,0.453151612,0.480488204,0.493271883,0.539898216,0.56516992,0.615500646,0.625508206,0.640781554,0.663753321,0.696447428,0.741787471,0.791866308,0.851423245,0.906903086,0.975395797,1.046558575,1.126349175
27,Dubai+,49,784,United_Arab_Emirates,64,1867,1014882432,184,MiddleEast,other,MiddleEast,25,24,0,0,4,2,22,21,1,0,48,0,54.45771038,55.87324698,59.56487431,63.14790355,71.38878844,80.72495193,89.96191427,101.3483215,104.4846477,109.119435,121.1561963,133.9118484,145.6293075,157.0886194,155.798697,141.5485271,132.2501153,134.1095042,116.3528921,108.7265304,108.7487576,114.9954008,126.078713,136.4840141,148.5503302,158.8026466
28,Ajmer,11,356,India,11,426,136183632,313,India,other,India,9,2,0,0,10,1,0,0,10,1,0,0,0.50486117,0.497237374,0.550226797,0.529250062,0.562034062,0.636523427,0.735194997,0.815903081,0.90278772,0.988211978,0.979317869,1.066734839,0.99237109,1.199018616,1.205870573,1.339480532,1.510193679,1.614081915,1.705956783,1.855472202,2.165150859,2.331880806,2.488030471,2.68052091,2.876086046,3.09536148
29,Akesu,19,156,China,19,370,178038272,208,China,other,China,19,0,0,0,19,0,0,0,19,0,0,0,0.360473267,0.440636377,0.493982533,0.52801368,0.603981976,0.651786897,0.674489602,0.757432848,0.807440638,0.858934557,0.983429703,1.04966937,1.107275421,1.226340625,1.305150656,1.431873349,1.616720228,1.78082985,1.902707374,1.931280255,2.290697794,2.506731039,2.699333668,2.904550883,3.108617435,3.315505463
30,Cleveland+,84,840,USA,89,1363,1381354624,99,NorAmer,advanced,NorAmer,79,5,0,0,83,1,0,0,82,2,0,0,52.25186226,51.68387793,53.33031469,54.67169315,57.24587414,58.20832583,59.47118348,62.30598874,64.62820704,66.93194361,68.14215635,68.53678659,70.65256521,73.07065253,74.634523,76.07261403,77.13143171,77.75083178,77.59451868,77.02174227,79.32897592,81.09203047,83.39386569,85.15575612,87.42504273,89.7407622
31,Aktyubinsk,19,398,Kazakhstan,19,194,178176096,109,OtherAsia,other,CentralAsia,19,0,0,0,16,3,0,0,17,2,0,0,4.746316621,4.143024535,3.120333984,3.469194925,3.022649078,2.701887632,2.251738894,2.72137873,2.940199933,2.659124688,2.876362141,3.334910677,3.940063948,4.49082985,5.19071227,6.527702575,6.335956749,7.146629939,7.573506104,6.832165826,7.902718729,8.491738804,8.90388193,9.438530141,9.761645159,9.815492081
33,Albany,24,840,USA,24,264,286556576,92,NorAmer,advanced,NorAmer,24,0,0,0,24,0,0,0,24,0,0,0,18.9226465,18.23684398,18.53492098,18.60616318,18.89840794,19.34562318,19.89676888,20.65034017,21.04443958,21.80558249,22.30474007,22.40100211,22.49929143,23.03129155,24.21496381,25.39473186,26.47480599,27.53363875,27.25953758,26.39746378,27.26325799,27.70168768,28.31616106,28.67584786,29.440018,30.21982753
34,Basra,16,368,Iraq,16,649,210691056,308,MiddleEast,other,MiddleEast,15,1,0,0,13,3,0,0,16,0,0,0,5.896571244,2.133580788,2.839714598,3.70572241,3.848116811,3.924229942,4.345408623,5.248971574,7.04855625,8.252350164,8.335087244,8.578714866,8.032851448,5.403454005,8.372961236,8.782898384,9.71887311,9.893543906,10.73850717,11.1078505,11.79217695,12.61374909,14.26072167,15.06217868,14.58152078,14.73969775
35,Albuquerque,43,840,USA,43,780,745931968,105,NorAmer,advanced,NorAmer,39,4,0,0,38,5,0,0,43,0,0,0,14.00327607,14.50473724,15.0717364,15.92573539,16.73214365,17.41801989,17.99353444,18.70065607,19.55255454,20.23789156,21.03734583,22.58826615,23.06666447,23.85214397,25.02471789,26.26880483,26.82412089,27.42779982,27.99591068,27.85499489,28.73032754,29.39241098,30.25072192,30.91410291,31.73792051,32.57859606
36,Al-Fayyum,6,818,Egypt,6,491,57326704,856,Africa,other,NorthAfrica,6,0,0,0,6,0,0,0,6,0,0,0,1.51859054,1.54181573,1.618647,1.60347444,1.61258159,1.64490374,1.70204795,1.79440943,1.89565457,2.07729521,2.28820788,2.49665089,2.70530704,2.96015797,3.26680553,3.6126842,4.07535726,4.59141326,4.92957649,5.16466586,5.4258751,5.5013053,5.59137043,5.6743549,5.75409074,5.95158454
37,Al-Gadarif,8,729,Sudan,8,237,89004400,266,Africa,other,NorthAfrica,8,0,0,0,8,0,0,0,8,0,0,0,0.262900386,0.284872441,0.30512453,0.320032987,0.323978162,0.344162558,0.365383579,0.404883961,0.423101183,0.43670645,0.464466637,0.497467547,0.532027754,0.575531035,0.599881443,0.646510775,0.712956825,0.796164551,0.859095825,0.88767221,0.919253486,1.014709196,1.140647399,1.185159033,1.220428727,1.25939982
38,Al-Hasakah,10,760,Syria,10,159,83906056,189,MiddleEast,other,MiddleEast,10,0,0,0,10,0,0,0,10,0,0,0,0.371948547,0.424030522,0.489452536,0.536523388,0.576727546,0.61936648,0.648356558,0.65139968,0.693818244,0.680417952,0.708500328,0.755934816,0.81646223,0.817840808,0.898484976,0.982888024,1.069639104,1.165650272,1.24661997,1.334883476,1.416323304,1.33008474,1.128912936,0.862103306,0.884780872,0.913834214
39,Al-Hudaydah,7,887,Yemen,9,402,88589032,454,MiddleEast,other,MiddleEast,5,2,0,0,6,1,0,0,7,0,0,0,0.763645419,0.817234936,0.885465985,0.920047327,0.982284181,1.041881657,1.098389056,1.167705192,1.252242372,1.314060567,1.408616823,1.481726318,1.558728274,1.634847208,1.716591696,1.82876148,1.901783102,1.979151744,2.071704232,2.17013957,2.254848442,1.929500143,1.99195666,2.084518919,2.163001171,2.257733862
40,Aligarh,10,356,India,10,838,118368920,708,India,other,India,8,2,0,0,9,1,0,0,10,0,0,0,1.018972772,1.038433126,1.056495744,1.071260506,1.120162314,1.194829156,1.283948372,1.33964106,1.426333844,1.551838596,1.600657054,1.643681894,1.727136906,1.8111806,1.91123271,2.05744332,2.22019353,2.38683767,2.531014034,2.76692928,2.98281808,3.19858412,3.39799651,3.6450636,3.91099979,4.20917781
41,Alexandria+,36,818,Egypt,47,5080,539587264,941,Africa,other,NorthAfrica,34,2,0,0,35,1,0,0,33,3,0,0,22.16347548,22.24716154,23.10155373,25.61828801,28.35057602,31.18070457,33.97810321,36.73889329,38.66868603,40.93877906,42.54822108,43.34585676,43.30209567,43.31485404,43.47923585,43.63593303,44.67650652,45.78375669,49.12692515,51.4397299,54.01001573,54.72931821,55.59348556,54.7997558,55.59087118,57.52008288
42,Al-Ismailiyah,10,818,Egypt,10,456,104221136,438,Africa,other,NorthAfrica,10,0,0,0,10,0,0,0,10,0,0,0,1.796009406,1.821058194,1.909395368,1.964860358,2.044585916,2.142225604,2.25288731,2.38158395,2.483407436,2.64098314,2.788185966,2.89273501,2.96614146,3.06507253,3.19489838,3.342809186,3.57784286,3.83832452,4.118427,4.31198896,4.52695289,4.58658927,4.65819077,4.723646,4.79002216,4.95442754
43,Al-Kamishli,9,760,Syria,9,185,93832952,197,MiddleEast,other,MiddleEast,9,0,0,0,9,0,0,0,9,0,0,0,0.373256056,0.426098032,0.488837926,0.531245825,0.568130412,0.605734595,0.639166528,0.655779594,0.697029887,0.675288626,0.703764802,0.749376831,0.809304677,0.817966872,0.900079528,0.985636185,1.072498369,1.165191146,1.239219423,1.31099804,1.39813723,1.338595137,1.167419551,0.941865798,0.966118665,0.998323817
44,Khartoum,52,729,Sudan,52,2703,1010625664,267,Africa,other,NorthAfrica,41,11,0,0,39,6,7,0,42,3,7,0,3.138437849,3.375379173,3.59013537,3.740948106,3.763829951,3.975242519,4.197392449,4.627263742,4.811968578,4.943847068,5.23516243,5.57598867,5.930445954,6.380170672,6.613846828,7.089318882,7.775833484,8.636875481,9.270021519,9.527795969,9.815021081,10.77778079,12.05276479,12.46169871,12.83255096,13.24232471
45,Allahabad,17,356,India,17,1531,207039840,739,India,other,India,17,0,0,0,15,2,0,0,17,0,0,0,1.447250578,1.47022363,1.491337446,1.507923952,1.572564168,1.673161336,1.793663368,1.867220454,1.983767402,2.153890246,2.217301022,2.27123328,2.380613484,2.490247744,2.621281208,2.814800832,3.029918098,3.24925473,3.436978154,3.748022074,4.03044694,4.3112884,4.568731342,4.888793342,5.245469464,5.645388776
46,Allentown+,10,840,USA,10,152,79443352,191,NorAmer,advanced,NorAmer,10,0,0,0,10,0,0,0,10,0,0,0,7.90143589,7.94007946,8.10558317,8.26666479,8.45538855,8.59062547,8.85263951,9.17741476,9.59554552,9.94983754,10.22052899,10.26417346,10.63016881,10.98537508,11.35925747,11.61946307,11.96967304,12.27210435,12.36534484,12.32450417,12.69595148,12.9742194,13.33843242,13.61602226,13.97887117,14.34914384
48,Manama,14,48,Bahrain,34,1703,400641248,425,MiddleEast,other,MiddleEast,12,2,0,0,10,0,4,0,6,0,8,0,15.52608617,17.30751859,18.52546188,20.98005364,20.97479013,21.80239046,22.64119818,23.2134282,24.1112483,24.83653342,25.72724729,27.78579605,30.04535311,32.8303423,35.61838701,37.94219611,39.6841127,41.82383167,43.26865161,43.64677419,45.46861578,47.31631072,50.52014827,56.72261193,61.49369307,65.41276409
49,Almaty,36,398,Kazakhstan,36,1689,514574336,328,OtherAsia,other,CentralAsia,25,11,0,0,21,12,3,0,26,8,2,0,9.599953686,7.895850736,5.672883489,6.234629567,5.179834579,4.896752868,7.910699745,8.480306691,8.688099739,8.570092828,8.326821159,10.58115905,12.13804198,13.05937601,14.38769243,14.42817223,19.67607604,20.04385532,18.31188898,18.9781083,19.70074312,21.03399186,21.91561516,23.08645318,23.87678777,24.00849654
50,Mosul,21,368,Iraq,21,248,307770048,81,MiddleEast,other,MiddleEast,20,1,0,0,21,0,0,0,21,0,0,0,8.272722096,3.041766449,4.108838551,5.435828984,5.716927452,5.899404692,6.605111774,8.061384938,10.93052024,12.91423583,13.15586313,13.57413186,12.74191432,8.592232326,13.34681553,14.03443612,15.56775417,15.88580971,17.28395965,17.92114167,19.07042475,20.44729013,23.17142342,24.53087599,23.74805697,24.00567065
51,Al-Mukalla,8,887,Yemen,12,119,99226096,120,MiddleEast,other,MiddleEast,8,0,0,0,8,0,0,0,8,0,0,0,0.309746302,0.330999679,0.358165755,0.371714516,0.396434633,0.420077436,0.44246598,0.470003742,0.503650028,0.528144836,0.565782893,0.595388568,0.626567387,0.657398737,0.690498106,0.735844177,0.765442725,0.796789006,0.834246276,0.874070037,0.908359512,0.777422249,0.802700856,0.840557329,0.872204271,0.9104041
52,Al-Ubayyid,12,729,Sudan,12,167,181133392,92,Africa,other,NorthAfrica,12,0,0,0,12,0,0,0,12,0,0,0,0.34209058,0.372263899,0.400302276,0.421397004,0.428042255,0.456150826,0.485710552,0.539710736,0.565460937,0.58507074,0.623694761,0.670225754,0.719188454,0.780625086,0.816428017,0.88291797,0.977042287,1.09489382,1.185613938,1.229420412,1.277740598,1.415540457,1.597051961,1.665892024,1.715467916,1.770246771
53,Cairo,67,818,Egypt,67,15123,1217986048,1242,Africa,other,NorthAfrica,49,18,0,0,53,14,0,0,46,10,4,7,72.94095678,73.44405982,76.4939894,85.38520769,94.95230992,104.7344474,114.2123514,123.2777324,129.1616698,135.6598149,139.4372567,139.7224021,136.864405,133.8019967,130.8148256,127.4093442,126.1260672,124.5102778,133.5510646,139.7848302,146.7130432,148.6096664,150.897857,152.9910314,155.1408457,160.4656497
54,Al-Raqqa,8,760,Syria,8,134,77665392,173,MiddleEast,other,MiddleEast,8,0,0,0,8,0,0,0,8,0,0,0,0.46755997,0.539452466,0.629725576,0.697630834,0.757426482,0.821124648,0.86725225,0.878709658,0.94345654,0.932301772,0.977832188,1.043413724,1.127082052,1.12910625,1.240574474,1.35725507,1.477200866,1.60995898,1.721965426,1.84406818,1.956765814,1.83779955,1.55998789,1.191411086,1.222751138,1.26290227
55,Alwar,12,356,India,12,426,142635056,299,India,other,India,11,1,0,0,11,1,0,0,11,1,0,0,0.441017675,0.432770646,0.477287617,0.457679902,0.48465236,0.547446136,0.630770446,0.6984302,0.771173464,0.842477764,0.833351326,0.905385196,0.840089136,1.012403038,1.015561698,1.125180028,1.265319218,1.348890602,1.422017014,1.542689972,1.79556715,1.928905506,2.052831392,2.20603094,2.366978322,2.5474388
56,Amara,13,368,Iraq,13,146,128691064,113,MiddleEast,other,MiddleEast,10,3,0,0,10,3,0,0,13,0,0,0,2.22660072,0.812909866,1.090991278,1.434776386,1.500723728,1.540799408,1.717032198,2.086468172,2.817576254,3.316289416,3.36633227,3.47413528,3.26188221,2.200090156,3.41833749,3.595315004,3.989096956,4.07161391,4.43109418,4.59563833,4.89164501,5.24622164,5.94677908,6.2974152,6.09645427,6.1625872
57,Amman+,54,400,Jordan,54,3152,843693248,374,MiddleEast,other,MiddleEast,40,14,0,0,46,8,0,0,54,0,0,0,14.48935009,14.58074422,17.00342242,17.47455823,18.11530347,19.15454721,19.64178623,20.51149142,21.34364111,22.3135108,23.46979933,24.87914283,26.45739279,27.60717698,29.86691174,31.99837509,34.05019414,36.08890484,37.8254367,39.01129699,39.12429923,39.84761761,40.68838231,41.71294538,42.95419921,44.0606745
58,Amritsar,15,356,India,15,797,186887904,426,India,other,India,12,3,0,0,14,1,0,0,15,0,0,0,2.585260624,2.740455018,2.94677525,3.153896826,3.318498568,3.45630362,3.586720376,3.635887648,3.838017584,4.274836146,4.711957276,4.926052734,4.925046898,5.16798041,5.47676524,5.51343385,6.06565765,6.83405726,7.09205856,7.687374446,8.36589562,8.97603544,9.54095418,10.24040711,10.98752632,11.82522449
59,Amsterdam,37,528,Netherlands,38,1039,372376512,279,Europe,advanced,Europe,0,0,34,3,6,1,28,2,37,0,0,0,42.51698376,43.54176846,44.27925446,44.84858416,46.21146424,47.72695345,49.52941565,52.44218622,55.06455444,57.85382983,59.8148359,60.34033185,62.53344648,62.59406197,64.44633632,65.82844736,67.4349881,69.56935485,70.20568292,68.396241,70.2690305,71.65043896,71.16953995,70.80102166,71.65023884,73.16423168
60,Anantapur,8,356,India,8,303,88482800,342,India,other,India,6,2,0,0,8,0,0,0,8,0,0,0,0.413981733,0.438302055,0.446760658,0.496093461,0.535958444,0.569091816,0.599134032,0.614152692,0.65424062,0.73460318,0.815961962,0.867099368,0.897465208,0.979627818,1.054388042,1.157312298,1.278947754,1.457049406,1.520639318,1.67122791,1.90698732,2.03976197,2.161427232,2.305957052,2.474194826,2.66282957
61,Anapolis,16,76,Brazil,16,349,185951312,188,LatAmerCarib,other,LatAmerCarib,0,0,15,1,16,0,0,0,16,0,0,0,3.303010416,2.891012426,2.869345844,3.017634527,2.651074843,2.493999756,2.594871686,2.753622586,2.880133696,3.927686738,3.808485516,3.944786829,4.100336731,4.098199692,4.241818917,4.351734016,4.55997785,4.846501216,5.217135225,5.635612578,6.100179088,6.34179457,6.467086885,6.666830646,6.658223573,6.38891753
62,Andizhan,17,860,Uzbekistan,17,286,199760112,143,OtherAsia,other,CentralAsia,9,8,0,0,13,4,0,0,16,1,0,0,0.90084726,0.899909404,0.800041372,0.782646468,0.744789218,0.741674136,0.82257664,1.054484388,1.087781976,1.13097653,1.136453236,1.257178466,1.263233918,1.227663416,1.276602798,1.40349367,1.506607552,1.653268638,1.795551338,1.93219839,2.063172696,2.195842904,2.363237414,2.536287898,2.714329136,2.90032781
63,Ankang,6,156,China,6,251,64618460,388,China,other,China,6,0,0,0,5,1,0,0,2,4,0,0,0.30905798,0.340121972,0.360870352,0.399225256,0.42195283,0.4568818,0.500940452,0.546115622,0.584403572,0.645573958,0.713676476,0.782549738,0.862649634,0.945383424,1.0624629,1.234088356,1.3804332,1.59948063,1.95246833,2.1881996,2.58637185,2.83123879,3.04986736,3.28299215,3.51364733,3.74749133
64,Ankara,42,792,Turkey,42,3685,607795264,606,OtherAsia,advanced,CentralAsia,35,7,0,0,37,5,0,0,15,0,22,5,33.78258025,35.14898358,38.36040315,43.52652222,40.48616995,43.77862417,44.35495575,40.81399377,44.02511514,46.61065499,51.55389121,44.51827927,47.59502026,50.4525767,55.57242514,60.68804716,65.38301921,68.99647432,69.99023248,67.035956,73.49566549,79.70926963,81.04094214,84.0325059,86.00796932,89.04834954
